WOJ;IMIĘ_PIERWSZE;LICZBA_WYSTĄPIEŃ
12;WŁADYSŁAW;7
12;OLIWER;7
12;NOE;7
12;LUCJAN;7
12;EDMUND;7
12;ZACHARY;7
12;DENIS;7
12;KORDIAN;7
12;FELIX;7
12;DAVYD;7
12;OREST;7
12;EMILIAN;7
12;AMADEUSZ;6
12;MYKHAILO;6
12;MIROSŁAW;6
12;TIMUR;6
12;DORIAN;6
12;OLGIERD;6
12;LUKA;6
12;VINCENT;6
12;IVO;6
12;JONASZ;6
12;ROCH;6
12;MARIUSZ;6
12;MARTIN;6
12;DMYTRO;5
12;BOLESŁAW;5
12;BOHDAN;5
12;YAROSLAV;5
12;MARKUS;5
12;HENRY;5
12;NOEL;5
12;NAZAR;5
12;BENEDYKT;5
12;JĘDRZEJ;5
12;BOGUMIŁ;5
12;NIKITA;5
12;DANIIL;5
12;JAROSŁAW;5
12;YAN;4
12;HEKTOR;4
12;ARTHUR;4
12;XAVIER;4
12;VLADYSLAV;4
12;SYLWESTER;4
12;LUCA;4
12;IVAN;4
12;MARCELI;4
12;ZBIGNIEW;4
12;NIKOLAS;4
12;AUGUSTYN;4
12;NIKO;4
12;ANTONIO;4
12;JONATAN;4
12;TYTUS;4
12;DEMIAN;4
12;NOAH;4
12;FRYDERYK;4
12;DARIUSZ;4
12;ERIK;4
12;MICHAEL;4
12;WINCENT;4
12;MAKSIM;4
12;LUKAS;4
12;WILLIAM;4
12;EMANUEL;3
12;KAI;3
12;MAKAR;3
12;BRUNON;3
12;AUGUST;3
12;ZACHARIASZ;3
12;FINLEY;3
12;VIKTOR;3
12;ZYGMUNT;3
12;KOSMA;3
12;FRANEK;3
12;MYROSLAV;3
12;VOLODYMYR;3
12;NATHAN;3
12;ELIASZ;3
12;MIKOLAJ;3
12;JACOB;3
12;LEV;3
12;ANTHONY;3
12;BASTIAN;3
12;BENJAMIN;3
12;ILLIA;3
12;WIT;3
12;THEODOR;3
12;THOMAS;3
12;GERARD;3
12;DIEGO;3
12;MYKOLA;3
12;ALEKSANDR;3
12;BRAJAN;3
12;ANDRII;3
12;ARSEN;3
12;EDGAR;3
12;THEO;3
12;GNIEWKO;3
12;LESZEK;3
12;VICTOR;3
12;LEW;3
12;TEOFIL;3
12;LUCAS;2
12;ARIEL;2
12;BRONISŁAW;2
12;NICOLAS;2
12;TADEJ;2
12;DENYS;2
12;ENZO;2
12;ROLAND;2
12;KASPIAN;2
12;KILIAN;2
12;OSTAP;2
12;ANTEK;2
12;AURELIUSZ;2
12;JANUSZ;2
12;ENEJ;2
12;AARON;2
12;SERAFIN;2
12;GNIEWOSZ;2
12;ALİ;2
12;YEHOR;2
12;IAN;2
12;OLEK;2
12;MIECZYSŁAW;2
12;LOGAN;2
12;ANTOINE;2
12;OLEH;2
12;FELICJAN;2
12;KSAWIER;2
12;SAMAR;2
12;JOZEF;2
12;IWAN;2
12;LEOPOLD;2
12;PAVLO;2
12;SVYATOSLAV;2
12;JEREMY;2
12;AURELIAN;2
12;KLIMEK;2
12;SANTIAGO;2
12;EMMANUEL;2
12;RUBEN;2
12;SVIATOSLAV;2
12;LIONEL;2
12;SERGIUSZ;2
12;KONSTANTYN;2
12;IDRIS;2
12;WŁODZIMIERZ;2
12;YAREMA;2
12;KLAUDIUSZ;2
12;ANTON;2
12;FRANCESCO;2
12;KASPER;2
12;USTYM;2
12;JAROSLAV;2
12;JONATHAN;2
12;LARS;2
12;MARIAN;2
12;OLES;2
12;MAXIM;2
12;LOUIS;2
12;ETHAN;2
12;MATVIY;2
14;JAN;1084
14;NIKODEM;1007
14;ALEKSANDER;997
14;ANTONI;943
14;FRANCISZEK;810
14;STANISŁAW;771
14;LEON;727
14;IGNACY;709
14;JAKUB;666
14;MIKOŁAJ;657
14;ADAM;561
14;WOJCIECH;505
14;FILIP;496
14;SZYMON;494
14;MARCEL;478
14;OLIWIER;408
14;TYMON;390
14;MAKSYMILIAN;388
14;KACPER;378
14;JULIAN;364
14;WIKTOR;335
14;MICHAŁ;333
14;MIŁOSZ;279
14;OSKAR;255
14;PIOTR;254
14;GABRIEL;251
14;TYMOTEUSZ;233
14;DAWID;227
14;KRZYSZTOF;222
14;IGOR;221
14;TADEUSZ;216
14;HENRYK;206
14;BRUNO;183
14;MATEUSZ;161
14;BARTOSZ;156
14;KAZIMIERZ;154
14;TEODOR;152
14;MACIEJ;150
14;TOMASZ;146
14;STEFAN;138
14;ALAN;130
14;GUSTAW;128
14;DANIEL;125
14;JÓZEF;124
14;KSAWERY;119
14;MARK;116
14;WITOLD;116
14;DOMINIK;114
14;NATAN;110
14;ARTUR;108
14;FABIAN;104
14;RYSZARD;100
14;FELIKS;99
14;HUBERT;97
14;KAJETAN;94
14;LEO;89
14;KUBA;89
14;KAROL;89
14;LEONARD;88
14;PAWEŁ;81
14;KONSTANTY;80
14;JERZY;76
14;CEZARY;76
14;KORNEL;72
14;BARTŁOMIEJ;69
14;MILAN;67
14;ROBERT;65
14;MIESZKO;64
14;GRZEGORZ;61
14;KRYSTIAN;60
14;BORYS;60
14;MAKSYM;60
14;ERYK;59
14;KAMIL;58
14;OLAF;57
14;DAVID;56
14;JEREMI;55
14;TOBIASZ;54
14;ADRIAN;49
14;EMIL;46
14;JULIUSZ;43
14;PATRYK;42
14;FLORIAN;41
14;ARTEM;40
14;REMIGIUSZ;37
14;IWO;36
14;DAMIAN;36
14;SEBASTIAN;34
14;MAURYCY;34
14;MATVII;34
14;WŁADYSŁAW;33
14;ALEXANDER;33
14;BENIAMIN;32
14;MARCIN;32
14;OLEKSANDR;32
14;HUGO;32
14;ALEX;31
14;ALBERT;31
14;FRYDERYK;31
14;RADOSŁAW;31
14;LUCJAN;31
14;RAFAŁ;31
14;ROMAN;31
14;EDWARD;29
14;ALEKS;28
14;LUDWIK;28
14;PRZEMYSŁAW;26
14;NATANIEL;26
14;ANDRZEJ;25
14;ALEKSY;25
14;WINCENT;24
14;VLADYSLAV;24
14;OLIVIER;24
14;SAMUEL;24
14;LEOPOLD;23
14;TYMOFII;23
14;ŁUKASZ;23
14;MIRON;22
14;BERNARD;22
14;WINCENTY;22
14;VINCENT;22
14;LIAM;22
14;DANYLO;22
14;MAREK;20
14;BŁAŻEJ;20
14;LUKA;20
14;JEREMIASZ;20
14;TYTUS;20
14;MAKS;19
14;KONRAD;18
14;MAKAR;18
14;DAVYD;18
14;JĘDRZEJ;18
14;ARKADIUSZ;17
14;KORDIAN;17
14;BRAJAN;17
14;ERNEST;17
14;MATVIY;16
14;JACEK;16
14;MYKHAILO;15
14;MARKO;15
14;DORIAN;15
14;NIKITA;14
14;OLGIERD;14
14;DAMIR;14
14;BOGDAN;13
14;LEONARDO;13
14;OLIVER;13
14;CYPRIAN;13
14;SEWERYN;13
14;DEMIAN;13
14;BENEDYKT;12
14;NAZAR;12
14;MAX;12
14;BENJAMIN;12
14;TEO;12
14;ZBIGNIEW;12
14;DARIUSZ;11
14;GRACJAN;11
14;TIMUR;11
14;LEW;11
14;MAXIMILIAN;10
14;NIKOLAS;10
14;OREST;10
14;IVAN;10
14;BOLESŁAW;10
14;BOHDAN;10
14;DMYTRO;10
14;KOSMA;9
14;OSTAP;9
14;DANYIL;9
14;MARCELI;9
14;ZACHARY;9
14;LEV;9
14;ANDRII;9
14;BRONISŁAW;9
14;BRUNON;9
14;MUHAMMAD;9
14;NOAH;9
14;FELICJAN;9
14;MYKOLA;8
14;ZAKHAR;8
14;JOACHIM;8
14;ZIEMOWIT;8
14;ARSEN;8
14;ALI;8
14;EMILIAN;8
14;PLATON;8
14;MARIUSZ;8
14;DANIIL;8
14;DENIS;8
14;MYROSLAV;8
14;JAROSŁAW;8
14;THEO;8
14;YAROSLAV;8
14;ROCH;7
14;HEKTOR;7
14;ELIASZ;7
14;EDMUND;7
14;AUGUST;7
14;ARON;7
14;GNIEWOMIR;7
14;NORBERT;7
14;BOGUMIŁ;7
14;FELIX;7
14;KIRILL;6
14;VIKTOR;6
14;MARIAN;6
14;OKTAWIAN;6
14;KRISTIAN;6
14;ILLIA;6
14;DANIL;6
14;PAVLO;6
14;STANISLAV;6
14;MIROSŁAW;6
14;TYMUR;6
14;JONASZ;6
14;JONATAN;6
14;MYRON;6
14;ZYGMUNT;6
14;KAI;6
14;WILLIAM;6
14;SŁAWOMIR;6
14;SVIATOSLAV;6
14;NATHAN;6
14;ARTHUR;6
14;VICTOR;6
14;ARAS;5
14;MARTIN;5
14;AARON;5
14;OSCAR;5
14;MATWIEJ;5
14;RADOMIR;5
14;ANTONIO;5
14;THEODORE;5
14;VOLODYMYR;5
14;GNIEWKO;5
14;DOBROMIR;5
14;KRZESIMIR;5
14;KSAWIER;5
14;ELDAR;5
14;YEHOR;5
14;LUCA;5
14;MIKHAIL;5
14;MARKUS;5
14;STANISLAW;5
14;KEVIN;5
14;PAVEL;5
14;OLIWER;5
14;ARIAN;5
14;MARSEL;5
14;WIT;5
14;ALEKSANDR;4
14;MICHAEL;4
14;FRANEK;4
14;GERARD;4
14;VLADISLAV;4
14;THOMAS;4
14;LUCAS;4
14;NIKO;4
14;TEOFIL;4
14;ELIAS;4
14;KIRIL;4
14;AXEL;4
14;IVO;4
14;DENYS;4
14;NICOLAS;4
14;KORNELIUSZ;4
14;EMIR;4
14;TIMOFEY;4
14;KAJ;4
14;NIL;4
14;ERIK;3
14;AHMAD;3
14;SZCZEPAN;3
14;DIONIZY;3
14;JANUSZ;3
14;KOSTIANTYN;3
14;GNIEWOSZ;3
14;RUBEN;3
14;MAKSIM;3
14;MAXIM;3
14;MICHEASZ;3
14;MAGNUS;3
14;MARKIIAN;3
14;OMAR;3
14;YAKIV;3
14;CZESŁAW;3
14;JACOB;3
14;AUGUSTYN;3
14;ZACHARIASZ;3
14;MIKITA;3
14;YAREMA;3
14;YEVHEN;3
14;MATEO;3
14;NOE;3
14;MOHAMMAD;3
14;YUSUF;3
14;LESŁAW;3
14;ROSTYSLAV;3
14;BASTIAN;3
14;HENRY;3
14;KASPIAN;3
14;LECH;3
14;MILO;3
14;TYMOFIJ;3
14;NATHANIEL;3
14;YURII;3
14;KONSTANTYN;3
14;USTYM;3
14;ATHARV;3
14;OLEKSII;3
14;LUKIAN;3
14;EDGAR;3
14;EUGENIUSZ;3
14;KLAUDIUSZ;3
14;MAXYMILIAN;3
14;MIECZYSŁAW;3
14;NOEL;3
14;KRISHIV;3
14;SERHII;3
14;ANDREY;3
14;ALEK;3
14;TYMOFIY;3
14;EZRA;2
14;RYAN;2
14;THIAGO;2
14;ILYA;2
14;MIKAIL;2
14;AKSEL;2
14;ITAN;2
14;VALENTIN;2
14;UMAR;2
14;SAMIR;2
14;KYRYL;2
14;PHILIPP;2
14;ARCHIE;2
14;BOGUSŁAW;2
14;FRANK;2
14;RAYAN;2
14;DEMIR;2
14;WŁODZIMIERZ;2
14;PETER;2
14;NOLAN;2
14;ALESSANDRO;2
14;HEORHII;2
14;JOEL;2
14;EVGENI;2
14;SERGIUSZ;2
14;LUCIANO;2
14;WAWRZYNIEC;2
14;ELIOT;2
14;WILHELM;2
14;MAKARY;2
14;KYRYLO;2
14;EMMANUEL;2
14;NEIL;2
14;LUBOMIR;2
14;KASPER;2
14;CAN;2
14;WALDEMAR;2
14;TIM;2
14;SYRIUSZ;2
14;ANATOL;2
14;GLEB;2
14;ASLAN;2
14;MIROSLAV;2
14;TIMOTHY;2
14;MYKYTA;2
14;KAAN;2
14;MARAT;2
14;GERALD;2
14;KEWIN;2
14;ZAHAR;2
14;YAROSLAW;2
14;BAZYLI;2
14;NHAT ANH;2
14;MUHAMMAD ALI;2
14;MINH QUAN;2
14;ROLAND;2
14;DAMYR;2
14;LEU;2
14;EDWIN;2
14;JONATHAN;2
14;BAO NAM;2
14;ADAR;2
14;ALEXANDRE;2
14;BARNABA;2
14;IAN;2
14;ISA;2
14;BARTEK;2
14;LOUIS;2
14;HALID;2
14;GERALT;2
14;MATTEO;2
14;MIGUEL;2
14;CHRISTIAN;2
14;MARCO;2
14;TEODORO;2
14;IDRIS;2
14;ARSENII;2
14;GUSTAV;2
14;HIERONIM;2
14;AURELIAN;2
14;GERMAN;2
14;AMBROŻY;2
14;LESZEK;2
14;LIUBOMYR;2
14;DEMYAN;2
14;KLEMENS;2
14;VITALII;2
14;DAWYD;2
14;KILIAN;2
14;GURBAAZ;2
14;YAN;2
14;KARIM;2
14;LÉO;2
14;GIA HUY;2
14;DANILO;2
14;SYLWESTER;2
14;MYLES;2
14;SEVERYN;2
14;HERBERT;2
14;AMADEUSZ;2
14;OLEK;2
14;GIUSEPPE;2
14;EGOR;2
14;FRANCISCO;2
14;SANI;2
14;HUSEYN;2
16;NIKODEM;145
16;ANTONI;121
16;LEON;115
16;FRANCISZEK;104
16;JAKUB;103
16;WOJCIECH;100
16;ALEKSANDER;97
16;FILIP;91
16;JAN;81
16;KACPER;75
16;ADAM;72
16;MIKOŁAJ;69
16;STANISŁAW;68
16;SZYMON;67
16;MARCEL;59
16;IGNACY;59
16;MICHAŁ;59
16;TYMON;57
16;MAKSYMILIAN;50
16;MIŁOSZ;48
16;KAROL;46
16;WIKTOR;45
16;JULIAN;39
16;DOMINIK;39
16;IGOR;37
16;OLIWIER;37
16;BARTOSZ;34
16;PIOTR;34
16;TYMOTEUSZ;32
16;DAWID;32
16;OSKAR;31
16;PAWEŁ;31
16;NATAN;28
16;TOMASZ;25
16;MILAN;24
16;BRUNO;23
16;MATEUSZ;20
16;GABRIEL;20
16;MACIEJ;19
16;EMIL;18
16;KAMIL;18
16;KSAWERY;17
16;TADEUSZ;17
16;KUBA;17
16;ERYK;16
16;KRZYSZTOF;16
16;GRZEGORZ;15
16;CEZARY;15
16;BORYS;14
16;FABIAN;14
16;HUBERT;14
16;RAFAŁ;14
16;LIAM;13
16;FLORIAN;13
16;LEO;13
16;ARTUR;13
16;DANIEL;13
16;HENRYK;13
16;MARK;12
16;ALAN;11
16;JÓZEF;11
16;TEODOR;11
16;SAMUEL;10
16;MAKSYM;10
16;ROBERT;10
16;TOBIASZ;9
16;LEONARD;9
16;PATRYK;8
16;KONRAD;8
16;ŁUKASZ;8
16;OLAF;8
16;BARTŁOMIEJ;8
16;OLIVIER;7
16;DAMIAN;7
16;KAZIMIERZ;7
16;SEBASTIAN;7
16;DAVID;7
16;KONSTANTY;7
16;MAREK;6
16;MIESZKO;6
16;JACEK;6
16;STEFAN;6
16;MARCIN;6
16;FELIKS;5
16;BOGDAN;5
16;ALEX;5
16;KORNEL;5
16;NATANIEL;5
16;ALEXANDER;5
16;ARKADIUSZ;5
16;BŁAŻEJ;5
16;KAJETAN;5
16;WITOLD;5
16;KRYSTIAN;5
16;OLIVER;5
16;VINCENT;4
16;ARTEM;4
16;MYKHAILO;4
16;LUCJAN;4
16;GUSTAW;4
16;RYSZARD;4
16;PRZEMYSŁAW;4
16;THOMAS;4
16;DORIAN;4
16;REMIGIUSZ;4
16;DENIS;4
16;DAMIR;4
16;ARON;4
16;RADOSŁAW;4
16;BENIAMIN;4
16;ROMAN;4
16;LUDWIK;3
16;MARIAN;3
16;SEWERYN;3
16;MAX;3
16;FRANEK;3
16;AUGUST;3
16;ADRIAN;3
16;MAKS;3
16;WŁADYSŁAW;3
16;VLADYSLAV;3
16;ELIAS;3
16;OLIWER;3
16;ANTONIO;3
16;JEREMI;2
16;LUCA;2
16;TYMOFII;2
16;TEO;2
16;BRONISŁAW;2
16;VIKTOR;2
16;KOSMA;2
16;NOE;2
16;KORDIAN;2
16;MAKAR;2
16;NATHAN;2
16;MATVII;2
16;XAVIER;2
16;NOEL;2
16;KSAWIER;2
16;HUGO;2
16;WIT;2
16;MARTIN;2
16;KIRILL;2
16;MARIUSZ;2
16;MYRON;2
16;EMILIAN;2
16;MAXIMILIAN;2
16;IRENEUSZ;2
16;IWO;2
16;JOACHIM;2
16;JUSTIN;2
16;NIKITA;2
16;AMADEUSZ;2
16;JONATAN;2
16;AURELIUSZ;2
16;RAFAEL;2
16;ARSEN;2
16;TIMOFEY;2
16;AARON;2
16;WINCENT;2
16;ANDRZEJ;2
16;CHRISTIAN;2
18;NIKODEM;432
18;ANTONI;348
18;ALEKSANDER;341
18;FRANCISZEK;328
18;JAKUB;307
18;JAN;300
18;MIKOŁAJ;262
18;SZYMON;261
18;IGNACY;260
18;LEON;236
18;FILIP;210
18;TYMON;201
18;MAKSYMILIAN;192
18;KACPER;188
18;OLIWIER;162
18;ADAM;153
18;STANISŁAW;153
18;MIŁOSZ;148
18;MICHAŁ;145
18;WIKTOR;137
18;WOJCIECH;135
18;GABRIEL;133
18;MARCEL;131
18;JULIAN;123
18;IGOR;122
18;OSKAR;99
18;TYMOTEUSZ;91
18;DAWID;88
18;KAROL;86
18;PIOTR;82
18;HUBERT;72
18;ALAN;66
18;KSAWERY;61
18;DOMINIK;59
18;FABIAN;56
18;NATAN;54
18;MATEUSZ;53
18;KRZYSZTOF;52
18;BARTOSZ;49
18;BARTŁOMIEJ;49
18;CEZARY;49
18;MILAN;48
18;PATRYK;48
18;BRUNO;47
18;ARTUR;44
18;TOMASZ;44
18;PAWEŁ;35
18;LEO;35
18;ADRIAN;34
18;KAMIL;34
18;EMIL;33
18;KORNEL;32
18;KRYSTIAN;30
18;MACIEJ;30
18;HENRYK;28
18;ERYK;28
18;KUBA;27
18;SEBASTIAN;27
18;TADEUSZ;26
18;JÓZEF;24
18;TOBIASZ;23
18;KAJETAN;23
18;DANIEL;23
18;BORYS;22
18;MIESZKO;22
18;REMIGIUSZ;21
18;OLAF;20
18;TEODOR;19
18;KAZIMIERZ;19
18;ROBERT;18
18;FLORIAN;18
18;LEONARD;17
18;JEREMI;17
18;NATANIEL;16
18;FELIKS;16
18;GRZEGORZ;15
18;KONRAD;14
18;OLIVIER;14
18;BŁAŻEJ;14
18;WITOLD;14
18;RADOSŁAW;14
18;ŁUKASZ;13
18;STEFAN;13
18;ALEX;13
18;HUGO;13
18;SAMUEL;13
18;ALEXANDER;12
18;LIAM;11
18;OLIVER;11
18;RAFAŁ;11
18;PRZEMYSŁAW;11
18;ALBERT;10
18;KONSTANTY;10
18;GRACJAN;10
18;ANDRZEJ;9
18;GUSTAW;9
18;SZCZEPAN;9
18;DORIAN;9
18;ERNEST;9
18;ALEKS;8
18;MAKSYM;8
18;MARCIN;8
18;RYSZARD;8
18;ARTEM;7
18;ARKADIUSZ;7
18;KORDIAN;7
18;ARON;7
18;SEWERYN;7
18;MAURYCY;7
18;JULIUSZ;6
18;BRAJAN;6
18;BENIAMIN;6
18;MATVII;6
18;LUDWIK;6
18;IWO;5
18;NATHAN;5
18;JEREMIASZ;5
18;CYPRIAN;5
18;EMILIAN;5
18;DARIUSZ;5
18;JĘDRZEJ;5
18;FRYDERYK;5
18;NOAH;5
18;LUCJAN;4
18;ALEKSY;4
18;MARCELI;4
18;NIKOLAS;4
18;DAMIAN;4
18;JOACHIM;4
18;EDMUND;4
18;JERZY;4
18;SYLWESTER;4
18;OSCAR;4
18;JACEK;4
18;OLGIERD;4
18;NORBERT;4
18;ROMAN;4
18;NAZAR;3
18;BENJAMIN;3
18;MIKOLAJ;3
18;MAX;3
18;THEO;3
18;AUGUSTYN;3
18;ARSEN;3
18;MAKS;3
18;NOEL;3
18;DAVID;3
18;KASPIAN;3
18;BOHDAN;3
18;PATRICK;3
18;DMYTRO;3
18;ZACHARY;3
18;VINCENT;3
18;LEONARDO;3
18;DENIS;3
18;TEO;3
18;VIKTOR;3
18;OKTAWIAN;3
18;MAREK;3
18;MICHAEL;3
18;VICTOR;3
18;BRUNON;3
18;MATTEO;3
18;KSAWIER;3
18;JONASZ;3
18;MARK;3
18;BERNARD;2
18;MATTHEW;2
18;WINCENTY;2
18;MIROSŁAW;2
18;IVAN;2
18;ANDRII;2
18;MAKAR;2
18;OLIWER;2
18;CHARLIE;2
18;HARRY;2
18;WŁADYSŁAW;2
18;NOE;2
18;BOGUMIŁ;2
18;LIUBOMYR;2
18;ZBIGNIEW;2
18;DOBROMIR;2
18;LUKA;2
18;JANUSZ;2
18;DANYLO;2
18;TYTUS;2
18;HENRY;2
18;AARON;2
18;ERWIN;2
18;WINCENT;2
18;WŁODZIMIERZ;2
18;HIERONIM;2
18;TYMOFII;2
18;FELIPE;2
18;MYKOLA;2
18;MAXYMILIAN;2
18;FELICJAN;2
18;NICO;2
18;FRANEK;2
18;AMADEUSZ;2
18;LÉON;2
20;NIKODEM;248
20;ALEKSANDER;221
20;ANTONI;195
20;JAN;169
20;FRANCISZEK;162
20;JAKUB;157
20;MIKOŁAJ;135
20;SZYMON;127
20;FILIP;125
20;IGNACY;123
20;LEON;104
20;MARCEL;103
20;GABRIEL;102
20;KACPER;101
20;WIKTOR;94
20;MICHAŁ;94
20;PIOTR;94
20;ADAM;91
20;STANISŁAW;89
20;MIŁOSZ;75
20;OSKAR;74
20;IGOR;69
20;DOMINIK;67
20;TYMON;67
20;WOJCIECH;65
20;OLIWIER;58
20;JULIAN;56
20;DAWID;52
20;TYMOTEUSZ;52
20;MAKSYMILIAN;48
20;KRZYSZTOF;42
20;MATEUSZ;40
20;TOMASZ;40
20;HUBERT;39
20;CEZARY;33
20;BARTOSZ;32
20;NATAN;32
20;KUBA;26
20;HENRYK;26
20;JÓZEF;24
20;PAWEŁ;23
20;FABIAN;23
20;ALAN;22
20;KSAWERY;21
20;GRZEGORZ;21
20;MACIEJ;20
20;SEBASTIAN;20
20;KAROL;19
20;BRUNO;19
20;TADEUSZ;19
20;ARTUR;18
20;OLAF;17
20;PATRYK;17
20;STEFAN;17
20;BORYS;17
20;KAMIL;16
20;KORNEL;16
20;TEODOR;16
20;WITOLD;16
20;REMIGIUSZ;16
20;LEONARD;15
20;KONSTANTY;15
20;KRYSTIAN;15
20;DAMIAN;15
20;MILAN;14
20;ADRIAN;13
20;BARTŁOMIEJ;13
20;JULIUSZ;13
20;DANIEL;13
20;ROBERT;13
20;LEO;13
20;EMIL;11
20;MARK;11
20;KAJETAN;10
20;ERYK;10
20;JERZY;9
20;NATANIEL;9
20;MIESZKO;9
20;MARCIN;8
20;DAVID;8
20;RAFAŁ;8
20;ALEXANDER;7
20;ŁUKASZ;7
20;RYSZARD;7
20;ALEKS;7
20;PRZEMYSŁAW;7
20;GUSTAW;7
20;OSCAR;6
20;ALEX;6
20;LIAM;6
20;DORIAN;5
20;MAURYCY;5
20;SEWERYN;5
20;ROMAN;5
20;MAKSYM;4
20;IWO;4
20;KORDIAN;4
20;EDWARD;4
20;NORBERT;4
20;ALBERT;4
20;OLIVIER;4
20;BŁAŻEJ;4
20;ARKADIUSZ;4
20;ALEKSY;4
20;KAZIMIERZ;4
20;LUDWIK;4
20;THOMAS;3
20;ANTONIO;3
20;KONRAD;3
20;DMYTRO;3
20;DANIIL;3
20;BENIAMIN;3
20;FELIKS;3
20;MAXIMILIAN;3
20;JAROSŁAW;3
20;SYLWESTER;3
20;BENJAMIN;3
20;CYPRIAN;3
20;GNIEWOMIR;3
20;ERNEST;3
20;DAMIR;3
20;OLIVER;3
20;JACEK;3
20;TOBIASZ;3
20;MIRON;3
20;VINCENT;2
20;KHALID;2
20;MARCELI;2
20;MAREK;2
20;SERGIUSZ;2
20;JEREMI;2
20;TYMOFII;2
20;FLORIAN;2
20;FRYDERYK;2
20;KAJ;2
20;HUGO;2
20;WINCENTY;2
20;XAVIER;2
20;OREST;2
20;ARON;2
20;MAKSIM;2
20;SZCZEPAN;2
20;FRANEK;2
20;ZBIGNIEW;2
20;LUCA;2
20;ANDRZEJ;2
20;JĘDRZEJ;2
20;ELDAR;2
20;NOAH;2
20;LUCJAN;2
20;FELIX;2
20;GRACJAN;2
20;DARIUSZ;2
20;MIROSŁAW;2
20;MIECZYSŁAW;2
20;KASJAN;2
20;EMANUEL;2
20;GERARD;2
20;MAKS;2
20;KEVIN;2
20;MARIAN;2
22;LEON;401
22;JAN;372
22;NIKODEM;368
22;ANTONI;335
22;ALEKSANDER;323
22;FRANCISZEK;314
22;IGNACY;309
22;STANISŁAW;268
22;JAKUB;260
22;MIKOŁAJ;241
22;MAKSYMILIAN;238
22;FILIP;207
22;SZYMON;192
22;MARCEL;189
22;TYMON;167
22;WOJCIECH;166
22;ADAM;161
22;KACPER;155
22;WIKTOR;153
22;HUBERT;150
22;MICHAŁ;143
22;JULIAN;140
22;OLIWIER;133
22;BRUNO;121
22;GABRIEL;120
22;TYMOTEUSZ;120
22;IGOR;114
22;PIOTR;110
22;CEZARY;94
22;DAWID;89
22;OSKAR;87
22;MIŁOSZ;87
22;DOMINIK;80
22;NATAN;78
22;HENRYK;78
22;TEODOR;75
22;ARTUR;70
22;KRZYSZTOF;70
22;MILAN;69
22;BORYS;65
22;TOMASZ;63
22;TADEUSZ;61
22;PAWEŁ;58
22;MACIEJ;58
22;BARTOSZ;57
22;LEO;56
22;FABIAN;52
22;JÓZEF;52
22;MATEUSZ;51
22;KSAWERY;48
22;KAJETAN;48
22;ALAN;47
22;MARK;44
22;KORNEL;44
22;FELIKS;43
22;OLAF;43
22;KAZIMIERZ;42
22;DANIEL;40
22;STEFAN;36
22;KUBA;34
22;RYSZARD;33
22;WITOLD;33
22;MIESZKO;32
22;PATRYK;31
22;FLORIAN;30
22;KONRAD;30
22;TOBIASZ;29
22;GRZEGORZ;29
22;JERZY;29
22;KONSTANTY;29
22;LEONARD;28
22;ROBERT;27
22;KAROL;27
22;ERYK;27
22;MAKSYM;26
22;GUSTAW;26
22;JULIUSZ;25
22;KAMIL;25
22;EMIL;23
22;REMIGIUSZ;22
22;SEBASTIAN;22
22;LUCJAN;22
22;RAFAŁ;21
22;GRACJAN;21
22;ALEX;21
22;IWO;20
22;ŁUKASZ;20
22;LIAM;20
22;DAMIAN;19
22;BARTŁOMIEJ;19
22;ALEKS;19
22;NATANIEL;19
22;DORIAN;18
22;RADOSŁAW;18
22;OLIVIER;18
22;ADRIAN;18
22;ALBERT;18
22;WINCENTY;17
22;DAVID;17
22;BŁAŻEJ;16
22;ROMAN;15
22;MAREK;14
22;EDWARD;14
22;MARCIN;14
22;SAMUEL;14
22;KRYSTIAN;14
22;PRZEMYSŁAW;13
22;HUGO;13
22;MAURYCY;13
22;MATVII;13
22;KEVIN;13
22;JEREMI;13
22;WŁADYSŁAW;12
22;ARTEM;11
22;TEO;11
22;BENIAMIN;11
22;JEREMIASZ;10
22;MAKAR;10
22;NIKITA;10
22;BRUNON;10
22;VINCENT;10
22;TYMOFII;10
22;DAMIR;10
22;KORDIAN;10
22;EMILIAN;10
22;ALEKSY;9
22;MAKS;9
22;OLIVER;9
22;JOACHIM;9
22;BOGDAN;9
22;TIMUR;8
22;ANDRZEJ;8
22;CZESŁAW;8
22;OLEKSANDR;8
22;ERNEST;7
22;MIRON;7
22;NIKOLAS;7
22;JĘDRZEJ;7
22;TYTUS;7
22;LUDWIK;7
22;DENIS;7
22;ALEXANDER;7
22;BERNARD;6
22;JACEK;6
22;DMYTRO;6
22;NOAH;6
22;ANDRII;6
22;MAX;6
22;SZCZEPAN;6
22;ZBIGNIEW;6
22;OLGIERD;6
22;MARIUSZ;6
22;DARIUSZ;6
22;LEW;6
22;FRANEK;6
22;ARON;6
22;AMADEUSZ;6
22;KORNELIUSZ;6
22;SYLWESTER;5
22;BRAJAN;5
22;KIRILL;5
22;ELIASZ;5
22;OLIWER;5
22;BRONISŁAW;5
22;DANIIL;5
22;THEO;5
22;BOHDAN;5
22;ARKADIUSZ;5
22;FRYDERYK;5
22;NORBERT;5
22;CYPRIAN;5
22;MAXIMILIAN;5
22;SEWERYN;5
22;NICOLAS;4
22;ANTONIO;4
22;MYKHAILO;4
22;ARIEL;4
22;BENEDYKT;4
22;KOSMA;4
22;WILLIAM;4
22;MATVEI;4
22;LEOPOLD;4
